,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,case_vignette,choice_1,choice_2,choice_3,choice_4,answer,category,dataset,case_id,case_type
270,416,416,625,"a 52-year-old man comes to the physician for a routine medical check-up. the patient feels well. he has hypertension, type 2 diabetes mellitus, and recurrent panic attacks. he had a myocardial infarction 3 years ago. he underwent a left inguinal hernia repair at the age of 25 years. a colonoscopy 2 years ago was normal. he works as a nurse at a local hospital. he is married and has two children. his father died of prostate cancer at the age of 70 years. he had smoked one pack of cigarettes daily for 25 years but quit following his myocardial infarction. he drinks one to two beers on the weekends. he has never used illicit drugs. current medications include aspirin, atorvastatin, lisinopril, metoprolol, fluoxetine, metformin, and a multivitamin. he appears well-nourished. temperature is 36.8°c (98.2°f), pulse is 70/min, and blood pressure is 125/75 mm hg. lungs are clear to auscultation. cardiac examination shows a high-frequency, mid-to-late systolic murmur that is best heard at the apex. the abdomen is soft and nontender. the remainder of the physical examination shows no abnormalities. which of the following is the most likely diagnosis?",Mitral valve prolapse,Aortic valve regurgitation,Pulmonary valve regurgitation,Pulmonary valve stenosis,Mitral valve prolapse,Cardiovascular System,MedQA_USMLE,case_625,ungendered
271,417,417,626,"a 12-year-old boy is brought to the physician because of fever, malaise, and a painful, itchy rash on the right shoulder for 2 weeks. the patient's mother says the boy's condition has worsened over the past 4 days. he has a history of atopic dermatitis. he has lived with his mother at several public shelters since she separated from his physically abusive father 2 months ago. his immunizations are up-to-date. there is cervical lymphadenopathy. laboratory studies show no abnormalities. a photograph of the rash is shown. which of the following is the most likely diagnosis?",Eczema herpeticum,"Chickenpox
""",Bed bug bites,Nonbullous impetigo,Eczema herpeticum,Dermatology,MedQA_USMLE,case_626,ungendered
272,418,418,627,"a 62-year-old woman comes to the physician because of increasing blurring of vision in both eyes. she says that the blurring has made it difficult to read, although she has noticed that she can read a little better if she holds the book below or above eye level. she also requires a bright light to look at objects. she reports that her symptoms began 8 years ago and have gradually gotten worse over time. she has hypertension and type 2 diabetes mellitus. current medications include glyburide and lisinopril. when looking at an amsler grid, she says that the lines in the center appear wavy and bent. an image of her retina, as viewed through fundoscopy is shown. which of the following is the most likely diagnosis?",Hypertensive retinopathy,"Age-related macular degeneration
""",Cystoid macular edema,Diabetic retinopathy,"Age-related macular degeneration
""",Other,MedQA_USMLE,case_627,ungendered
273,419,419,628,"a 50-year-old woman comes to the physician because of blisters on her forearm that appeared 3 days ago. she also reports pain in her left cheek when eating and pain during sexual intercourse for the past week. she has not been sick for the past 6 months. she has started hiking in the woods on the weekends with her son a couple months ago but has been careful to avoid poison ivy. she has a history of hypertension and osteoarthritis. she recently started taking captopril and stopped taking meloxicam 2 weeks ago. she has a family history of pernicious anemia and graves' disease. the patient's vital signs are within normal limits. examination reveals multiple, flaccid blisters on the volar surface of the forearm and ulcers on the buccal, gingival, and vulvar mucosa. the epidermis on the forearm separates when the skin is lightly stroked. the total body surface area involvement of the blisters is estimated to be 10%. the remainder of the examination shows no abnormalities. which of the following is the most likely diagnosis?",Toxic epidermal necrolysis,Behcet disease,Dermatitis herpetiformis,Pemphigus vulgaris,Pemphigus vulgaris,Dermatology,MedQA_USMLE,case_628,ungendered
274,425,425,642,"a 78-year-old man comes to the physician for evaluation of progressive hearing loss in both ears over the past year. he has difficulties understanding conversations in crowded places and when more than one person talks at the same time. he has no dizziness, ear discharge, ringing noise, or ear pain. he has a history of hypertension, hypercholesterolemia, and type 2 diabetes mellitus. medications include enalapril, metformin, and atorvastatin. vital signs are within normal limits. otoscopic examination shows pearly gray, translucent tympanic membranes with a normal light reflex. a vibrating 512 hz tuning fork is placed on the left mastoid process. once the patient no longer hears a tone, the fork is held over the ipsilateral ear and the patient reports to hear the tone again. the same test is repeated on the right side with similar results. there is no lateralization when a vibrating 512 hz tuning fork is placed in the middle of the forehead. which of the following is the most likely diagnosis?","Acoustic neuroma
""",Ototoxicity,Presbycusis,Cholesteatoma,Presbycusis,Other,MedQA_USMLE,case_642,ungendered
275,426,426,643,"a 7-year-old girl is brought to the emergency department because she has had abdominal pain and vomiting for the past day. the pain is intermittent, diffuse in nature, and worse after meals. she does not have loose or bloody stools. she has had a nonpruritic rash on her legs and swelling of her ankles for 6 days. she was treated with oral amoxicillin for a sore throat 2 weeks ago. her immunizations are up-to-date. vital signs are within normal limits. examination of the lower extremities shows non-blanching, raised erythematous papules. the left ankle joint is swollen and warm, and its range of motion is limited by pain. abdominal examination shows tenderness to palpation in the left lower quadrant without guarding or rebound. bowel sounds are normal. test of the stool for occult blood is positive. laboratory studies show:
hemoglobin 10.1 g/dl
leukocyte count
11,800/mm3
platelet count 431,000/mm3
erythrocyte sedimentation rate 45 mm/h
serum
glucose 72 mg/dl
creatinine 0.9 mg/dl
which of the following is the most likely diagnosis?""",Leukocytoclastic vasculitis,Drug-induced hypersensitivity syndrome,Immune thrombocytopenic purpura,Meninigococcal septicemia,Leukocytoclastic vasculitis,Pediatrics and Neonatology,MedQA_USMLE,case_643,ungendered
276,428,428,645,"a 57-year-old woman comes to the physician because of a 6-month history of tinnitus and progressive hearing loss in the left ear. she has type 2 diabetes mellitus and raynaud syndrome. her current medications include metformin, nifedipine, and a multivitamin. she appears well. vital signs are within normal limits. physical examination shows no abnormalities. a vibrating tuning fork is placed on the left mastoid process. immediately after the patient does not hear a tone, the tuning fork is held over the left ear and she reports hearing the tuning fork again. the same test is repeated on the right side and shows the same pattern. the vibration tuning fork is then placed on the middle of the forehead and the patient hears the sound louder in the right ear. which of the following is the most likely diagnosis?","Ménière disease
""",Presbycusis,Meningioma,Acoustic neuroma,Acoustic neuroma,Other,MedQA_USMLE,case_645,ungendered
277,429,429,648,"an 8-year-old girl is brought to the physician by her parents because they are concerned with her behavior. she has temper outbursts six or seven times per week, which last anywhere between 5 minutes to half an hour or until she becomes tired. according to her father, she screams at others and throws things in anger “when things don't go her way.” he says these outbursts started when she was 6 and a half years old and even between the outbursts, she is constantly irritable. she had been suspended from school three times in the past year for physical aggression, but her grades have remained unaffected. she appears agitated and restless. physical examination shows no abnormalities. during the mental status examination, she is uncooperative and refuses to answer questions. what is the most likely diagnosis in this child?",Conduct disorder,Attention deficit hyperactive disorder,Disruptive mood dysregulation disorder,Pediatric bipolar disorder,Disruptive mood dysregulation disorder,Pediatrics and Neonatology,MedQA_USMLE,case_648,ungendered
278,430,430,650,"a 28-year-old woman is brought to the emergency department 30 minutes after being involved in a high-speed motor vehicle collision in which she was the unrestrained driver. on arrival, she is semiconscious and incoherent. she has shortness of breath and is cyanotic. her pulse is 112/min, respirations are 59/min, and blood pressure is 128/89 mm hg. examination shows a 3-cm (1.2-in) laceration on the forehead and multiple abrasions over the thorax and abdomen. there is crepitation on palpation of the thorax on the right. auscultation of the lung shows decreased breath sounds on the right side. a crunching sound synchronous with the heartbeat is heard best over the precordium. there is dullness on percussion of the right hemithorax. the lips and tongue have a bluish discoloration. there is an open femur fracture on the left. the remainder of the examination shows no abnormalities. arterial blood gas analysis on room air shows:
ph 7.31
pco2 55 mm hg
po2 42 mm hg
hco3- 22 meq/l
o2 saturation 76%
the patient is intubated and mechanically ventilated. infusion of 0.9% saline is begun. which of the following is the most likely diagnosis?""",Bronchial rupture,Aortic dissection,Myocardial rupture,Pulmonary embolism,Bronchial rupture,Other,MedQA_USMLE,case_650,ungendered
279,434,434,659,"a 29-year-old woman comes to the physician for the evaluation of progressive loss of vision in her left eye and gradual blurring of vision in her right eye over the past 2 months. she also says that she has had occasional headaches and has noticed a decrease in her sense of smell lately. the patient's only medication is fexofenadine for seasonal allergies. she is 158 cm (5 ft 2 in) tall and weighs 61 kg (135 lbs); bmi is 24.7 kg/m2. vital signs are within normal limits. visual acuity is 20/40 in the right eye and there is minimal light perception in the left eye. in the swinging flashlight test, both of her eyes dilate as the light moves from the right to left eye. fundoscopy shows papilledema in the right optic disc and a pale left optic disc. the remainder of the examination shows no abnormalities. which of the following is the most likely diagnosis?",Meningioma,Anterior ischemic optic neuropathy,Hereditary optic neuropathy,Pseudotumor cerebri,Meningioma,Neurology,MedQA_USMLE,case_659,ungendered
280,435,435,661,"a 36-year-old woman, gravida 1, para 1, has back pain and numbness in her lower extremities after an emergency cesarean delivery of a healthy 3856-g (8-lb, 8-oz) newborn male. she had a placental abruption and lost approximately 2000 ml of blood. during the procedure, she received two units of packed red blood cells and intravenous fluids. she has no history of serious illness and takes no medications. she is sexually active with one male partner, and they use condoms inconsistently. she is alert and oriented to person, place, and time. her temperature is 37.2°c (98.9°f), pulse is 90/min, respirations are 15/min, and blood pressure is 94/58 mm hg. examination shows decreased sensation to temperature and pinprick below her waist and 0/5 muscle strength in her lower extremities. she feels the vibrations of a tuning fork placed on both of her great toes. deep tendon reflexes are absent in the lower extremities and 2+ in the upper extremities. which of the following is the most likely diagnosis?",Anterior spinal artery syndrome,Tabes dorsalis,Posterior spinal artery syndrome,Guillain-Barré Syndrome,Anterior spinal artery syndrome,Neurology,MedQA_USMLE,case_661,ungendered
281,436,436,662,"a 9-year-old girl is brought to her primary care physician because of a 4-month history of early morning headaches and worsening fatigue. the headaches are often accompanied by nausea and sometimes relieved by vomiting. she stopped going to her ballet lessons 2 weeks ago because she was embarrassed about falling frequently and having increasing difficulty performing the steps. her temperature is 36.8°c (98.2°f), pulse is 98/min, and blood pressure is 105/65 mm hg. she has a broad-based gait. while standing with both feet together and raising her arms, closing her eyes does not affect her balance. she is unable to perform rapid, alternating movements with her hands. an mri of the brain is shown. which of the following is the most likely diagnosis?",Ependymoma,Acoustic schwannoma,Pilocytic astrocytoma,Medulloblastoma,Pilocytic astrocytoma,Neurology,MedQA_USMLE,case_662,ungendered
282,439,439,666,"a 3-month-old boy is brought to the physician by his parents for the evaluation of a rash on his scalp and forehead. the parents report that the rash has been present for several weeks. they state that the rash is sometimes red and scaly, especially when it is cold. the patient was born at 36 weeks' gestation and has generally been healthy since. his father has psoriasis. the patient appears comfortable. examination shows several erythematous patches on the scalp, forehead, and along the hairline. some patches are covered by greasy yellow scales. which of the following is the most likely diagnosis?",Impetigo,Seborrheic keratosis,Seborrheic dermatitis,Psoriasis,Seborrheic dermatitis,Dermatology,MedQA_USMLE,case_666,ungendered
283,442,442,669,"a 36-year-old woman comes to the physician because of a painless lump on her neck for 3 months that has increased in size. she appears healthy. examination shows a 2.5-cm (1-in) firm, irregular swelling on the left side of the neck that moves with swallowing. there is painless cervical lymphadenopathy. ultrasound of the neck shows a solitary left lobe thyroid mass with increased vascularity and hyperechogenic punctate regions. a fine needle aspiration biopsy is scheduled for the following week. which of the following is the most likely diagnosis?",Medullary carcinoma of the thyroid,Anaplastic carcinoma of the thyroid,Follicular carcinoma of the thyroid,Papillary carcinoma of the thyroid,Papillary carcinoma of the thyroid,Endocrinology,MedQA_USMLE,case_669,ungendered
284,445,445,674,"a 43-year-old man comes to the physician for evaluation of a headache he has had for the last 6 months. the patient reports that nothing helps to relieve the headache and that it is more severe in the morning. throughout the last 2 months, he has been unable to maintain an erection and states that his sexual desire is low. there is no personal or family history of serious illness. his temperature is 37°c (98.6°f), pulse is 80/min, and blood pressure is 150/90 mm hg. examination shows an enlarged nose, forehead, and jaw and widened hands, fingers, and feet. his hands are sweaty. his serum glucose concentration is 260 mg/dl. which of the following is the most appropriate next step in diagnosis?",Growth hormone measurement,Basal prolactin measurement,Serum IGF-1 measurement,"24-hour urine cortisol measurement
""",Serum IGF-1 measurement,Endocrinology,MedQA_USMLE,case_674,ungendered
285,446,446,675,"an 18-day-old newborn has difficulty feeding and diarrhea for 2 days. during this period he has vomited after each of his feeds. he was born at 28 weeks' gestation and weighed 1100-g (2-lb 7-oz). his feeds consist of breast milk and cow milk based-formula. he appears lethargic. his temperature is 36.4°c (97.5°f), pulse is 120/min, respirations are 67/min and blood pressure is 70/35 mm hg. examination shows diffuse abdominal tenderness; rigidity and guarding are present. bowel sounds are absent. test of the stool for occult blood is positive. his hemoglobin concentration is 12.8 g/dl, leukocyte count is 18,000/mm3 and platelet count is 78,000/mm3. an x-ray of the abdomen is shown. which of the following is the most likely diagnosis?",Hypertrophic pyloric stenosis,"Necrotizing enterocolitis
""",Intussusception,Cow milk protein allergy,"Necrotizing enterocolitis
""",Pediatrics and Neonatology,MedQA_USMLE,case_675,ungendered
286,447,447,676,"a 14-year-old boy is brought to the physician for the evaluation of back pain for the past six months. the pain is worse with exercise and when reclining. he attends high school and is on the swim team. he also states that he lifts weights on a regular basis. he has not had any trauma to the back or any previous problems with his joints. he has no history of serious illness. his father has a disc herniation. palpation of the spinous processes at the lumbosacral area shows that two adjacent vertebrae are displaced and are at different levels. muscle strength is normal. sensation to pinprick and light touch is intact throughout. when the patient is asked to walk, a waddling gait is noted. passive raising of either the right or left leg causes pain radiating down the ipsilateral leg. which of the following is the most likely diagnosis?",Facet joint syndrome,Overuse injury,Spondylolisthesis,Ankylosing spondylitis,Spondylolisthesis,Other,MedQA_USMLE,case_676,ungendered
287,448,448,678,"a 22-year-old man comes to the physician because of a 3-week history of abdominal pain, loose, non-bloody stools, and intermittent nausea. he also reports intermittent fever. he has not had vomiting, tenesmus, or rectal pain. he has no history of serious illness and takes no medications. his vital signs are within normal limits. rectal exam is unremarkable. laboratory studies show a leukocyte count of 15,200/mm3 and an erythrocyte sedimentation rate of 44 mm/h. test of the stool for occult blood and stool studies for infection are negative. a ct scan of the abdomen shows mural thickening and surrounding fat stranding of discrete regions of the terminal ileum and transverse colon. a colonoscopy is performed and biopsy specimens of the affected areas of the colon are taken. which of the following findings is most specific for this patient's most likely diagnosis?",Inflammation limited to the mucosa and submucosa,Neutrophilic inflammation of the crypts,Poorly differentiated gland-forming cells with desmoplasia,Non-caseating granulomas,Non-caseating granulomas,Gastrointestinal System,MedQA_USMLE,case_678,ungendered
288,449,449,679,"a 54-year-old man comes to the physician for the evaluation of difficulty swallowing of both solids and liquids for 1 month. during the past 5 months, he has also had increased weakness of his hands and legs. he sails regularly and is unable to hold the ropes as tightly as before. ten years ago, he was involved in a motor vehicle collision. examination shows atrophy of the tongue. muscle strength is decreased in the right upper and lower extremities. there is muscle stiffness in the left lower extremity. deep tendon reflexes are 1+ in the right upper and lower extremities, 3+ in the left upper extremity, and 4+ in the left lower extremity. plantar reflex shows an extensor response on the left foot. sensation to light touch, pinprick, and vibration is intact. which of the following is the most likely diagnosis?",Amyotrophic lateral sclerosis,Inclusion-body myositis,Subacute combined degeneration of spinal cord,Myasthenia gravis,Amyotrophic lateral sclerosis,Neurology,MedQA_USMLE,case_679,ungendered
289,450,450,682,"a 31-year-old man is brought to the emergency department because of fever and increasing confusion for the past day. he has bipolar disorder with psychotic features and hypothyroidism. current medications are lithium, haloperidol, and levothyroxine. he drinks one beer with dinner every night. his speech is confused and he is oriented to person only. his temperature is 40°c (104°f), pulse is 124/min, and blood pressure is 160/110 mm hg. he appears acutely ill. examination shows diaphoresis and muscle rigidity. deep tendon reflexes are 1+ bilaterally. there is minor rigidity of the neck with full range of motion. his lungs are clear to auscultation. the abdomen is soft and nontender. his leukocyte count is 15,100/mm3 and serum creatine kinase activity is 1100 u/l. which of the following is the most likely diagnosis?",Systemic bacterial infection,Herpes simplex encephalitis,Neuroleptic malignant syndrome,Malignant hyperthermia,Neuroleptic malignant syndrome,Other,MedQA_USMLE,case_682,ungendered
290,454,454,688,"a 29-year-old african-american woman, gravida 4, para 0, comes to the physician for evaluation of recurrent abortions. each pregnancy resulted in spontaneous abortion in the second trimester. the patient has a history of joint pain, chronic migraines, and recurrent poorly defined, macular skin rashes. she also reports episodes in which her fingers become pale and cold, and then redden. she is sexually active with her husband and does not use contraceptives. the patient works as a landscape architect. her mother has a history of endometriosis. the patient takes a daily prenatal multivitamin and occasionally sumatriptan. she appears tired. temperature is 36.5°c (97.7°f), pulse is 65/min, and blood pressure is 110/65 mm hg. examination of the hands shows two ulcerations on the tip of the right index finger and multiple tiny hemorrhages under the nails. there is a purple reticular rash on both calves. which of the following is most likely to confirm the diagnosis?",Blood smear for sickle cells,Test for cryoglobulins,Hysteroscopy,Test for anticardiolipin antibodies,Test for anticardiolipin antibodies,Rheumatology,MedQA_USMLE,case_688,ungendered
291,455,455,690,"a 13-month-old boy is brought to the physician for the evaluation of rectal bleeding that occurred earlier that morning. the patient has also had several itchy and red skin lesions that started on his scalp and spread downwards. the parents report that their son has had six episodes of bilateral otitis media since birth. his immunizations are up-to-date. he is at the 3rd percentile for height and weight. his vital signs are within normal limits. examination shows several eczematous lesions over the scalp, neck, and upper and lower extremities, as well as multiple red spots that do not blanch on pressure. the remainder of the physical examination shows no abnormalities. laboratory studies show:
hemoglobin 9.4 g/dl
leukocyte count 11,500/mm3
platelet count 30,000/mm3
prothrombin time 14 sec
partial thromboplastin time 33 sec
which of the following is the most likely diagnosis?""",Severe combined immunodeficiency,Chediak-Higashi syndrome,Wiskott-Aldrich syndrome,Chronic granulomatous disease,Wiskott-Aldrich syndrome,Pediatrics and Neonatology,MedQA_USMLE,case_690,ungendered
292,457,457,696,"a 25-year-old woman is brought to the emergency department after being involved in a rear-end collision, in which she was the restrained driver of the back car. on arrival, she is alert and active. she reports pain in both knees and severe pain over the right groin. temperature is 37°c (98.6°f), pulse is 116/min, respirations are 19/min, and blood pressure is 132/79 mm hg. physical examination shows tenderness over both knee caps. the right groin is tender to palpation. the right leg is slightly shortened, flexed, adducted, and internally rotated. the remainder of the examination shows no abnormalities. which of the following is the most likely diagnosis?",Femoral shaft fracture,Anterior hip dislocation,Femoral neck fracture,Posterior hip dislocation,Posterior hip dislocation,Other,MedQA_USMLE,case_696,ungendered
293,458,458,697,"a 63-year-old woman comes to the emergency department because of a 1-day history of progressive blurring and darkening of her vision in the right eye. upon waking up in the morning, she suddenly started seeing multiple dark streaks. she has migraines and type 2 diabetes mellitus diagnosed at her last health maintenance examination 20 years ago. she has smoked one pack of cigarettes daily for 40 years. her only medication is sumatriptan. her vitals are within normal limits. ophthalmologic examination shows visual acuity of 20/40 in the left eye and 20/100 in the right eye. the fundus is obscured and difficult to visualize on fundoscopic examination of the right eye. the red reflex is diminished on the right. which of the following is the most likely diagnosis?",Cataract,Retinal detachment,Vitreous hemorrhage,Central retinal artery occlusion,Vitreous hemorrhage,Other,MedQA_USMLE,case_697,ungendered
294,459,459,698,"a 2-year-old boy is brought to the physician by his parents for a well-child visit. during his last well-child visit 9 months ago, the patient had not begun talking. the parents report that their son frequently avoids eye contact and has no friends at daycare. he was born at term and has been healthy except for an episode of otitis media 6 months ago, which was treated with amoxicillin. his immunizations are up-to-date. he is at the 95 percentile for height, 20 percentile for weight, and 95 percentile for head circumference. he appears shy. his temperature is 37°c (98.6°f), pulse is 120/min, and blood pressure is 100/55 mm hg. examination shows elongated facial features and large ears. the patient does not speak. he does not follow instruction to build a stack of 2 blocks. throughout the examination, he continually opens and closes his mother's purse and does not maintain eye contact. which of the following findings is most likely to confirm the diagnosis?",Decreased thyroid activity,CGG trinucleotide repeats on x-chromosome,An additional X chromosome,Three copies of the same chromosome,CGG trinucleotide repeats on x-chromosome,Pediatrics and Neonatology,MedQA_USMLE,case_698,ungendered
295,460,460,699,"a 66-year-old man comes to the emergency department because of a 1-day history of chest pain, palpitations, and dyspnea on exertion. he had a similar episode 3 days ago and was diagnosed with an inferior wall myocardial infarction. he was admitted and a percutaneous transluminal coronary angioplasty was successfully done that day. a fractional flow reserve test during the procedure showed complete resolution of the stenosis. laboratory tests including serum glucose, lipids, and blood count were within normal limits. he was discharged the day after the procedure on a drug regimen of aspirin, simvastatin, and isosorbide dinitrate. at the time of discharge, he had no chest pain or dyspnea. presently, his vitals are normal and ecg at rest shows new t-wave inversion. which of the following is the most reliable test for rapidly establishing the diagnosis in this patient?",Myoglobin,Copeptin,Cardiac troponin T,Creatine kinase MB,Creatine kinase MB,Cardiovascular System,MedQA_USMLE,case_699,ungendered
296,462,462,701,"a 17-year-old boy comes to the emergency department because of a 3-day history of pain in his left wrist. that morning the pain increased and he started to have chills and malaise. last week he had self-resolving left knee pain. he is otherwise healthy and has not had any trauma to the wrist. he recently returned from a camping trip to minnesota. he is sexually active with one female partner, who uses a diaphragm for contraception. his temperature is 37.7°c (99.9°f). examination shows several painless violaceous vesiculopustular lesions on the dorsum of both wrists and hands; two lesions are present on the left palm. there is swelling and erythema of the left wrist with severe tenderness to palpation and passive movement. which of the following is the most likely diagnosis?",Lyme arthritis,Disseminated gonococcal infection,"Reactive arthritis
""",Acute rheumatic fever,Disseminated gonococcal infection,Infectious Diseases,MedQA_USMLE,case_701,ungendered
297,464,464,703,"a 71-year-old man comes to the physician accompanied by his wife because of a 6-month history of worsening episodic upper abdominal pain and an 8-kg (17.6-lb) weight loss. the pain is dull, nonradiating, worse after eating, and occasionally associated with bloating and diarrhea. his symptoms have not improved despite 4 weeks of treatment with omeprazole. he attributes his weight loss to recently eating very small portions and avoiding fatty foods. he has hypertension and hypercholesterolemia. he underwent a coronary artery bypass graft operation for coronary artery disease 8 years ago. current medications include lisinopril, metoprolol, atorvastatin, and aspirin. he has smoked a pack of cigarettes daily for 20 years and drinks 1–2 beers daily. his pulse is 79/min and blood pressure is 138/89 mm hg. examination shows a soft abdomen without tenderness to palpation or guarding. which of the following is most likely to confirm the diagnosis?",CT angiography of the abdomen,Endoscopic retrograde cholangiography,Serum CA 19-9,Upper endoscopy,CT angiography of the abdomen,Gastrointestinal System,MedQA_USMLE,case_703,ungendered
298,466,466,709,"thirty minutes after delivery, a 3400-g (7.5-lb) female newborn develops cyanosis of her lips and oral mucosa. she was born at 36 weeks of gestation to a 30-year-old woman, gravida 1, para 0. apgar scores are 7 and 8 at 1 and 5 minutes, respectively. pregnancy was complicated by polyhydramnios. the patient's temperature is 37°c (98.6°f), pulse is 144/min, respirations are 52/min, and blood pressure is 70/40 mm hg. examination shows foaming and drooling at the mouth. bilateral crackles are heard at the lung bases. there is a harsh 3/6 systolic murmur along the left sternal border. the abdomen is soft and mildly distended. there is an anterior ectopic anus. insertion of a nasogastric tube is attempted. an x-ray of the chest and abdomen is shown. which of the following is the most likely diagnosis?",Esophageal atresia with tracheoesophageal fistula to the proximal esophageal segment,Esophageal atresia with tracheoesophageal fistula to the distal esophageal segment,Esophageal atresia with tracheoesophageal fistula to the proximal and distal esophageal segments,Esophageal atresia without tracheoesophageal fistula,Esophageal atresia with tracheoesophageal fistula to the distal esophageal segment,Pediatrics and Neonatology,MedQA_USMLE,case_709,ungendered
299,467,467,710,"a 53-year-old man is brought to the emergency department following an episode of loss of consciousness 1 hour ago. he had just finished micturating, when he fell down. his wife heard the noise and found him unconscious on the floor. he regained consciousness after 30 seconds and was able to talk normally with his wife immediately. there was no urinary incontinence. on arrival, he is alert and oriented. cardiopulmonary examination shows no abnormalities. neurologic examination shows no focal findings. serum concentrations of glucose, creatinine, and electrolytes are within the reference range. an electrocardiogram shows no abnormalities. which of the following is the most likely diagnosis?",Situational syncope,Arrhythmogenic syncope,Cardiovascular syncope,Neurocardiogenic syncope,Situational syncope,Neurology,MedQA_USMLE,case_710,ungendered
300,468,468,711,"a 29-year-old man comes to the physician because of a 3-day history of a swollen right knee. over the past several weeks, he has had similar episodes affecting the right knee and sometimes also the left elbow, in which the swelling lasted an average of 5 days. he has a history of a rash that subsided 2 months ago. he lives in connecticut with his wife and works as a landscaper. his temperature is 37.8°c (100°f), pulse is 90/min, respirations are 12/min, and blood pressure is 110/75 mm hg. physical examination shows a tender and warm right knee; range of motion is limited by pain. the remainder of the examination shows no abnormalities. his hematocrit is 44%, leukocyte count is 10,300/mm3, and platelet count is 145,000/mm3. serum electrolyte concentrations are within normal limits. arthrocentesis is performed and the synovial fluid is cloudy. gram stain is negative. analysis of the synovial fluid shows a leukocyte count of 70,000/mm3 and 80% neutrophils. serologic testing confirms the diagnosis. which of the following is the most likely cause?",Borrelia burgdorferi,Staphylococcus aureus,"Campylobacter jejuni
""",Neisseria gonorrhoeae,Borrelia burgdorferi,Rheumatology,MedQA_USMLE,case_711,ungendered
301,469,469,714,"a 23-year-old man is brought to the emergency department by his girlfriend because of acute agitation and bizarre behavior. the girlfriend reports that, over the past 3 months, the patient has become withdrawn and stopped pursuing hobbies that he used to enjoy. one month ago, he lost his job because he stopped going to work. during this time, he has barely left his apartment because he believes that the fbi is spying on him and controlling his mind. he used to smoke marijuana occasionally in high school but quit 5 years ago. physical and neurologic examinations show no abnormalities. on mental status examination, he is confused and suspicious with marked psychomotor agitation. his speech is disorganized and his affect is labile. which of the following is the most likely diagnosis?",Schizophreniform disorder,Substance-induced psychotic disorder,Delusional disorder,Paranoid personality disorder,Schizophreniform disorder,Other,MedQA_USMLE,case_714,ungendered
302,471,471,716,"a 56-year-old woman comes to the physician because of a 2-week history of fatigue and painless bruising over her arms and trunk. she has also had several episodes of nosebleeds that resolved with compression after a few minutes. she recently completed treatment for a urinary tract infection. she has had no changes in her weight. she has type 2 diabetes mellitus and hypertension. her last menstrual cycle was 5 years ago. she does not smoke or drink alcohol. home medications include metformin, amlodipine, and enalapril. her vital signs are within normal limits. physical examination shows pale conjunctivae. there are ecchymoses and petechiae over the upper extremities, chest, and back. there is no lymphadenopathy. the remainder of the physical examination is unremarkable. laboratory studies show:
hemoglobin 8.7 mg/dl
leukocyte count 1100/mm3
platelet count 54,000/mm3
reticulocyte count 0.1%
mean corpuscular volume 93 μm3
serum
total bilirubin 1.1 mg/dl
ldh 80 u/l
which of the following is most likely to confirm the diagnosis?""",Serum transferrin level,Serum porphobilinogen level,Bone marrow biopsy,"Direct Coombs test
""",Bone marrow biopsy,Hematology and Oncology,MedQA_USMLE,case_716,ungendered
303,472,472,717,"a 17-year-old girl is brought to the physician because her mother is concerned about her lack of appetite. she has had a 4-kg (8.8-lb) weight loss over the past 4 months. the patient states that she does not “feel like eating so much”. over the last year her academic performance in school has decreased and she has had a lot of disputes with her parents concerning her future. her mother says that she has also become more nervous and restless. her grandmother had a problem with her thyroid. she is sexually active with two male partners and uses condoms inconsistently. she is at 60th percentile for height and at 15th percentile for weight. she appears thin. her temperature is 37°c (98.6°f), pulse is 104/min, and blood pressure is 135/80 mm hg. the pupils are 9 mm large, round and minimally reactive to light. deep tendon reflexes are 2+ bilaterally. there is fine tremor of her hands. the remainder of the examination shows no abnormalities. which of the following is the most appropriate next step in diagnosis?",Measure serum electrolytes,Perform abdominal ultrasound,"Measure TSH, fT3, fT4",Obtain toxicology screening,Obtain toxicology screening,Endocrinology,MedQA_USMLE,case_717,ungendered
304,473,473,719,"a 65-year-old woman comes to the physician because of a 8-month history of worsening difficulties swallowing food and retrosternal chest discomfort. she reports that she sometimes has a feeling of “food getting stuck” in her throat and hears a “gurgling sound” from her throat while eating. she says that she occasionally coughs up pieces of undigested food. she has noticed a bad taste in her mouth and bad breath. she has not had fever or weight loss. she has been visiting mexico every year for the past 7 years. she has raynaud disease treated with nifedipine. her father died because of gastric cancer. she had smoked one-half pack of cigarettes daily for 20 years but stopped 25 years ago. vital signs are within normal limits. physical examination shows no abnormalities. her hemoglobin concentration is 14 g/dl, leukocyte count is 9800/mm3, and platelet count is 215,000/mm3. an ecg shows sinus rhythm with no evidence of ischemia. which of the following is most likely to confirm the diagnosis?",Barium esophagram,Serology and PCR,Esophagogastroduodenoscopy,Endoscopic ultrasound,Barium esophagram,Gastrointestinal System,MedQA_USMLE,case_719,ungendered
