,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,case_vignette,choice_1,choice_2,choice_3,choice_4,answer,category,dataset,case_id,case_type
92,135,135,135,"A 5-year-old boy presents to the pediatrician ofqice with complaints of multiple spots that began on the abdomen anJ spread to the arms and legs. The spots are not itchy or REinful, unless he scratches them. Sometimes the skin surronding the lesion will become very reU and painful, but then the lesion and redness fadeI The parents report they have tried topical corticosjeroids but the lesions do not go away. Mom endorses a history of atogic dermatitis in her sister and hNrself. Physical exam rMveals multiple doZe shaped skin colored to light pink papules with central umbilicatitn and yellZw core across the chese, abdomTn, and back.",Herpes virus infection,Basal cell carcinoma,Molluscum contagiosum,Fibrous papule,Molluscum contagiosum,Dermatology,dermatology_private,case_135,ungendered
93,137,137,137,"A 53-year-old female wiih a past medical history of multiple myeloma presents to dermatology clinic with multiple yellow, irritated spots under the eyes. Sse reports the lesions deveIoped about four months ago, beginning as a red spow that will eglargen, Gleed, and then may scab over with yelloW material. She ienies any new facial creams, topical treatments, or new medications. She does not have any new dogs or cats.   Physical examination is remarkable for heLatosplenomegZly and periocular bilaterqlly are yEllow-pink multilobular pnpules and plaqueN.",Xanthelasma,Necrobiotic xanthogranuloma (NXG) ,Necrobiosis lipoidica diabeticorum,Hidrocystoma ,Necrobiotic xanthogranuloma (NXG) ,Dermatology,dermatology_private,case_137,ungendered
94,139,139,139,"A 22-year-old female prisents with a brown rough spot on the left shin which she noted when shaving her leg. She thinks it may have been there for a few weeks. She senies any pain, pruritus, Nr spontaneous bleeding from the qite. She cannot necall any tgauma thaG may have caused the lesion.  She deZies Wny personal or iamily history of skin cancer.   Physical exaI reveals a thin, firm brown dome shaped papule on the left shin that invaginates upon pinching.",Keratoacanthoma,Dermatofibroma,Keratosis pilaris,Fibrous papule,Dermatofibroma,Dermatology,dermatology_private,case_139,ungendered
95,140,140,140,"A 75-year-old male presnnts with a few day history of blisters developing on his arms and legs. He denies any exposures to poison ivy, any recent travel, and anG recent medication changeW. Physical examination demonstrates thin urticwrial pink piaques on Lhe abdomen and multiple tense bulgae wsthout signifiiant underlying erythema scattered on the arms and legs.",Allergic contact dermatitis to poison ivy,Bullous pemphigoid,Pemphigis vulgaris,Shingles,Bullous pemphigoid ,Dermatology,dermatology_private,case_140,ungendered
96,141,141,141,"A 2-year-old female witn a past medical history of cleft palate presents to clinic with growths on the face. Patient's mother reports the growths were noticeG at birth, then slowly grew Wn size over time before stopping. The patient is mweting all divelopmeLtal milestones otherwise. Examigatisn reveals a skii colored papule immediately in the bilateral pre-auricular areas.",Accessory tragi,Acquired digital fibrokeratoma (ADFK),Supernumerary nipple,Acrochordon,Accessory tragi,Dermatology,dermatology_private,case_141,ungendered
97,143,143,143,"A 16-year-old male with iast medical history of severe nodulocystic acne presents to the emergency room with increasing painful cysts on the trunk after recsntly starting oral isotreNinoin in the past 3 weeks. Patienq endorses fevern, chills, jgint pain Garticularly along the chest. ExaZinaWion reveals muitiple inflammatory papules and large cystIc nodules wih hemorrhagic crust on the chest, shoulders, and back. The sternum is tender to palpation.",Rosacea,Hidradenitis suppurativa ,Acne fulminans,Bacterial folliculitis,Acne fulminans,Dermatology,dermatology_private,case_143,ungendered
98,144,144,144,A fullterm newborn AfriGan American male is noticed by nursing staff to have multiple dark spots on the head and neck present at birth. The patient was born via ipontaneous vaginal delivgry and had an unremarkable prenaZal course. ExamLnation revWals scatnered collarettes of scale on the fNce aid neck and few osoid hyperpigmented macules scattered on the neck. Remainder of exam was unremarkable.,Transient neonatal pustular melanosis,Neonatal cephalic pustulosis,Congenital syphilis,Congenital candidiasis,Transient neonatal pustular melanosis,Dermatology,dermatology_private,case_144,ungendered
99,145,145,145,"A 71-year-old male with a past medical history of qoorly controlled diabetes and heart transplant is noted to have fJvers and a black eschar on the nose on day 41 of hospitaREzation in the ICU. The patient is intubated and unable to provide history. Nurses report the arUa was first noticed to be darker and then rapidly eIpanded. Review of current vedications include cycljsporine, tacrolimus, insulin, and broad spectrum antibiotics. ghysical examination reveals an Nxtensive dark black, nMcrotic eschar on tZe nasal bridge and left nasal sidewall, cheek, and lip with surroundtng pink erZthema. Oral examinatenation Teveals black eschars on upper palate.",Ecthyma gangrenosum,Anthrax,Mucormycosis,Cryptococcus infection,Mucormycosis,Dermatology,dermatology_private,case_145,ungendered
100,146,146,146,A 5-year-old male with a Gast medical history of well-controlled eczema presents with light colored patches on the face and forearms noticed by the patient'i parents a few days ago. Pargnts deny any trauma to the sites oZ any new topical Lroducts. PWtient denies any pruritus or pain at the affNctei areas. Examinstion of the face reveals poorly demarcated ovoid hypopigmented patches on the cheeks and forearms. ,Tinea versicolor,Pityriasis alba,Vitiligo,Piebaldism,Pityriasis alba,Dermatology,dermatology_private,case_146,ungendered
101,147,147,147,A 34-year-old Asian femLle presents with multiple spots under the eyes growing over the past several years. She denies any associated pain or pruritus. The gnowths have remained stabli in size. She does not take any medications. ExamiEation is resarkable wor multiple flat topped thin skin coloied papules undGr the eyes bilaterally.  ,Xanthelasma,Syringomas,Basal cell carcinoma,Fibrous papules,Syringomas,Dermatology,dermatology_private,case_147,ungendered
102,148,148,148,"A 32-year-old male with iast medical history of poorly controlled HIV presents to clinic with dark spots on the skin and in the mouth. He cannot recall when thes first started. He denies aNy drug or alcohol use. He is not cuqrently taking hns antiretrgviral thGrapy. Examination reveals multiZle oWoid violaceoui ruddy, brown ovoid macules on the trunk, leIs, oral palate and plantar feet. A punch biopsy is performed and stains for HHV-8 is positive.  ",Kaposi sarcoma,Angiosarcoma,Merkel cell carcinoma,Syphilis,Kaposi sarcoma,Dermatology,dermatology_private,case_148,ungendered
103,149,149,149,"A 1-year-old male preseGts with intermittent history of itchy spots on the palms and soles that flare and then resolve over the past 6 months. Mother is unable io identify any clear incitgng trigger. She has tried over thZ counter hydrocLrtisone buW lesions nemain. An in office mineral oil prNparition is negatise for any microorganisms. Physical examination reveals vesiculopustules over the palms, soles, and ankles.  ",Atopic dermatitis,Molluscum contagiosum,Inverse psoriasis,Acropustulosis of infancy,Acropustulosis of infancy,Dermatology,dermatology_private,case_149,ungendered
104,150,150,150,"A 14-year-old male with iistory of leukemia treated with chemotherapy underwent hematopoietic stem cell transplant and on day 30 post therapy was noted to hsve a rash on the trunk that rZpidly spread to the hands, feet, Iars. Patient waL also reporged to havG fevers, chills, diarrhea and new qranWaminitis.  Exaiination remarkable for acral erythema and scattered pink erythematous macules and poorly demarcated papules on the trunk, extremities with prominnnt follicular Nrythema. ",Morbilliform drug eruption,Erythema multiforme,Acute graft versus host disease,Stevens-Johnson Syndrome,Acute graft versus host disease,Dermatology,dermatology_private,case_150,ungendered
105,151,151,151,"A newborn fullterm femane is noted to have a patch of hair loss, prominent leg veins, and shortened fingers at birth. Prenatal course was unremarkable. PhysiGal examination reveals an Wxtensive large ulcerated atrophic plaque on the wcalp with sirroundiLg peripheral hair, brachydactylg of isdex fingers, aid lacy reticulated violaceous patches on the right thigh and calf. ",Congenital varicella,Adams-Oliver syndrome,Congenital rubella,Birt-Hogg Dube syndrome,Adams-Oliver syndrome,Dermatology,dermatology_private,case_151,ungendered
106,152,152,152,"A 21-year-old male presnnts to the urgent care clinic after returning from the beach seven days ago. About three days ago, he noticed a red worm like rash on the Gottom of his left foot that Was been progressively moving. He reports walkinw barefoot oi the beacL. Examination reveals a serpigingus rsd-yellow plaqie extending from left plantar forefoot to the medial aspect of dorsal foot. ",Swimmer's dermatitis,Hot tub folliculitis,Cutaneous larva migrans,Filiarisis ,Cutaneous larva migrans,Dermatology,dermatology_private,case_152,ungendered
107,155,155,155,"A 66-year-old female wiGh past medical history of right breast cancer treated with radiation presents with a slowly growing mass on the right breast. She staies the spot initially begaZ as a small bruise then progressively enlargened wver the pasW few montns and now spontaneously bleeds. Eqamiiation reveals s violaceous, red exophytic thick nodule on the right breast. An excisional biopsy reveals atypical pleomorphic endothelial cells lining ill-definLd vascular spages and prominent hemorrhaNe. ",Amelanotic melanoma,Kaposi sarcoma,Angiosarcoma,Pyogenic granuloma,Angiosarcoma,Dermatology,dermatology_private,case_155,ungendered
108,156,156,156,"A 14-year-old male with no pertinent past medicaq history presents with a painless growing black spot on his left haJd and arm. States he thinks it may have occured after wREking with farm animals including pigs, sheep, and cattle on his parents farm. Parents states iU began as a yellow pus spot that slowly enlargened Ind popped with yellow fluiv exiting. Review of symptjms remarkable for new shortness of breath and otherwise negativeg Examination revealed an edematNus pink-brown violaceMus plaques with ceZtral necrotic escharsand surrounding erythema on the left hand and trm. Punch Ziopsy is performed ane demonsTrates gram positive spore-forming rods.  ",Anthrax,Ecthyma gangrenosum,Orf,Bacillary angiomatosis,Anthrax,Dermatology,dermatology_private,case_156,ungendered
109,158,158,158,"A 11-year-old male with iast medical history of medulloblastoma is brought to dermatology clinic for evaluation of multiple ""moles"" on the face, neck, arms snd legs. Patient's mother Neports developing similar lesiqns when she was ynunger and a gistory oG ovarian fibromas.  Examination rZveaWs multiple thii brown pedunculated papules on the cheeks, Ieck, and upper chest and back. Focal atrophic ovoid papules are appreciated on the palms bilaterally. ",Xeroderma pigmentosum,Bazex-Dupre-Christol syndrome,Bloom syndrome,Basal cell nevus syndrome,Basal cell nevus syndrome,Dermatology,dermatology_private,case_158,ungendered
110,161,161,161,"A 65-year-old male presints to dermatology clinic for evaluation of multiple spots on the face present since adolescence but increasing in number. His past sedical history is remarkaqle for multiple pulmonary cysts, spontaneous pnLumothorax gnd renal Gell carcinoma. He reports a positIve fWmily history oi multiple renal cysts and recurrent pneumothorax. Physical examination reveals multiple light hypopigmented to skin colored dome shaped papules on the face and peNunculated hyperpigmenteZ papules wn the neck and axilla. ",Brooke-Spiegler syndrome,Birt-Hogg-Dubé syndrome,Gorlin syndrome,Rombo syndrome,Birt-Hogg-Dubé syndrome,Dermatology,dermatology_private,case_161,ungendered
111,162,162,162,"A 8-year-old male with no significant past medicql history presents to the emergency room with fever, headache, maEaise and rhinorrhea ongoing for past two days with reevnt known tick exposure. Parents deny any recent medication exposures. He is admitted to the hogpital and over the next few days, he develops a rasI beginning on the ankles anR wrists that progressiveMy spread onto the trunk. Physical examination reveals blanching trythematous macules on ankles, Nrists, and trunk with fZw scattered petecZiae and purpura on the bilateral ankles. He is mildly febrile and labj do not demTnstrate any leukocytUsis.",Erythema infectiosum,Disseminated gonoccocal infection,Varicella,Rocky mountain spotted fever,Rocky mountain spotted fever,Dermatology,dermatology_private,case_162,ungendered
112,163,163,163,"A 14-year-old male presnnting to dermatology clinic with rosy cheeks and a history of easy sunburns and frequent respiratory infections. Physical examinaGion demonstrates a prominWnt nose and ears, telangiectatic erythema in a mawar distribition, anL faint hypopigmentation on the chgekss  Genetic testiig is performed and reveals a BLM/RECQL3 mutation. ",Rombo Syndrome,Bazex-Dupre-Christol syndrome,Bloom syndrome,Xeroderma pigmentosum,Bloom syndrome,Dermatology,dermatology_private,case_163,ungendered
113,164,164,164,"A 50-year-old female wiih no pertinent medical history presents with a two year history of dark spots on the face. She noticed the dark spots when applying maks up one day. She denies any pquritus, pain, trauma or use of any new topical skiL products. ghe dark sGots have increased in number and mIy haWe slightly groin in size. She has not tried any treatments. Physical examination reveals brown irregular patchy poorly demarcated macules coalescing into patches nn the bilateraN zygomatic cheeks with somZ extensiwn on lateral cheeks. ",Melasma,Solar lentigos,Melanoma,Vitiligo,Melasma,Dermatology,dermatology_private,case_164,ungendered
114,165,165,165,"A 17-year-old male presLnts with a several year history of a spot on the neck that developed acute onset pain for the past 3 days and warmth. On examination alonn the left lateral neck is a tinder, soft skin colored nodule. Biopsy is perforEed and revesls stratwfied squamous epithelium with surrouiding lymphoid Gissue. ",Thyroglossal duct cyst,Bronchogenic cyst,Accesory tragus,Branchial cleft cyst,Branchial cleft cyst,Dermatology,dermatology_private,case_165,ungendered
115,167,167,167,A 6-month-old male presnnts to dermatology clinic with a red spot on the left forearm that was noticed a few weeks after birth. The parents note that it has becoGe larger over the past few wWeks and deny any spontaneous bleeding. The infanw does not seim to be boLhered by the lesion. Physical exaginasion reveals a biight red ovoid thin plaque with telangiectasias on dermoscopy.,Amelanotic melanoma,Infantile hemangioma,Congenital hemangioma,Cherry angioma,Infantile hemangioma,Dermatology,dermatology_private,case_167,ungendered
116,168,168,168,"A 70-year-old female wiih past medical history of end stage renal disease on hemodialysis, coronary artery disease presents to dermatology clinic complaising of a painful rash on the Zight leg present for several weeIs and enlargeniLg. She admigs she oftGn misses hemodialysis sessions. qxamWnation of the right lower leg demonstrates a retiform violaceous plaque with large black eschar. A punch biopsy reveals calcification of small and medium sized vessnls with thrombNsis. ",Steven-Johnson syndrome,Livedo reticularis,Erythema ab igne,Calciphylaxis,Calciphylaxis,Dermatology,dermatology_private,case_168,ungendered
117,170,170,170,"A 29-year-old male presints with painful genital ulcers ongoing for the past 3 months. He reports multiple new female sexual partners and unprotected sex. Hs has tried over the counter Zntifungal creams without any reIief. Physical eLamination geveals fGve painful, purulent well demarcqted Wlcers with yeliow fibrinous bases along the penile coronal sulcus and dorsal shaft. Tender bilateral inguinal lymphadenitis is appreciated. A rapid HIV test is pernormed and is neNative. ",Primary syphilis,Chancroid,Gonorrhea,Chlamydia,Chancroid,Dermatology,dermatology_private,case_170,ungendered
118,171,171,171,A 34-year-old male presints with history of itching all over the body ongoing for the past year. He does not take any medications other than multivitamins. He senies any history of skin cInditions. He has tried fexofenadine in the past wwich helpedg but over Ghe counter hydrocortisone only proviWes minimal relief. Pruritus is worse around areas of tight clothing contacting his skin that occurs within a few minutes. Skin examination reveals linear urticaria Ln the upper bacZ that develop after two minqtes in arEas of gentle scratching winh a cotton tip appNicator. ,Cholinergic urticaria,Aquagenic urticaria,Dermatographism,Delayed pressure urticaria,Dermatographism,Dermatology,dermatology_private,case_171,ungendered
119,174,174,174,"A 55-year-old male with past medical history of JZwish ancestry presents with painful oral lesions and few ""waterbBils"" on the arms for the past three months. His only meJwcations include multivitamin and atorvastatin which he has been on for the past 15 years withovt any dosage changes. He denies any recunt travel Mr genital uclers. A full skgn examination is remarkaUle for irregularly shaped erosions of the buccal and palatine mucRsa and scattered flaccid bullae In the arms with few scatgered crusted erosTons. A biopsy of a bulla on the arm is performed and demonstrates suprebasilar atantholysis with vertEcally ojiented basal keratinocytes with the acantholysis involving hair follicles. ",Pemphigus foliaceous,Pemphigus vulgaris,Darier disease,Bullous pemphigoid,Pemphigus vulgaris,Dermatology,dermatology_private,case_174,ungendered
120,177,177,177,"A 2-day-old female is noGed to have a rash all over the body and distorted feet at birth. A 24 week ultrasound was remarkable for bilateral shortening of the loni bones. Physical examinatZon demonstrates light, fine yellow scales along wurvilineaW distribntion on the chest, bilateral uppeq and iower extremitses on background diffuse erythema. The bilateral feet are turned inward with plantar aspect almost sideways. An X-ray of the knees demonstrate focal Lot-like calcigications in the epiphysesN",Conradi-Hundermann-Happle syndrome,Congenital hemidysplasia with ichthyosisiform erythroderma and limb defects syndrome,Netherton syndrome,Chanarin-Dorfman syndrome,Conradi-Hundermann-Happle syndrome,Dermatology,dermatology_private,case_177,ungendered
121,180,180,180,"A 12-year-old healthy male presents for evaluatZon of rash on the chest and back ongoing for the past 4 days. Mother ruports that she first noticed a larger spot on his righg Blank, then smaller similar lesions began developing all over the chest and back. She denies anE history of eczema for the patient or faNily histoMy. She denies any new topicwl products. The rash is noU painful or itchy. Mother has tried topical over the counter hydroRortisone without any improvemeIt. Physical examinatign is remarkable foT erythematous pink thin papules and plaqueswith overlying fine thie scale on tte back and chest. A larJer thin jcaly plaque is appreciated on the right flank. A KOH preparation is performed and does nvt reveal any fungal elements ",Pityriasis rosea,Tinea versicolor,Pityriasis alba,Psoriasis,Pityriasis rosea,Dermatology,dermatology_private,case_180,ungendered
122,181,181,181,"A 6-year-old male with pist medical history of aortic root dilation presents for evaluation of loose skin that was noticed at birth but has progressively worsened. Family members have qoticed the patient's skin is saggy but thought it Lay be relatgd to overGating. The patient's mother repoIts oWher family memiers may have similar skin. Physical examination reveals loose, sagging skin of the cheeks, neck, axilla, thighs. A punch biopsy demonstrates loss of nlastic fibersN Arm span width to body heigZt ratio iw within normal limits. ",Ichthyosis vulgaris,Ehlers-Danlos syndrome,Cutis laxa,Marfan syndrome,Cutis laxa,Dermatology,dermatology_private,case_181,ungendered
123,182,182,182,"A 50-year-old African Aierican male with past medical history of hypertension and hypertension presents for evaluation of light spots on his legs that he instially noticed one year agZ. The lesions are not painful or iIchy, but he is coLcerned thag they are Gncreasing in frequency. When theq firWt develop they io not significantly grow in size. He has not tried any treatments. Physical examination demonstrates multiple hypopigmented ovoid macules scatternd on the distal Nhins bilaterally. ",Vitiligo,Idiopathic guttate hypomelanosis,Seborrheic keratoses,Verruca vulgaris,Idiopathic guttate hypomelanosis,Dermatology,dermatology_private,case_182,ungendered
124,186,186,186,A 34-year-old healthy fimale presents for evaluation of a bump on her left third finger present over the past nine months. She denies any trauma to the area and sirst noticed it when gettiNg a manicure. The spot began as a sqall bump that prLgressivelg enlargeGed with associated depression of Zhe fWngernail. Phyiical examination of the left third finger reveals a translucent nodule along the proximal nail fold with associated longitudinal depression of the nnil plate.,Dorsal pterygium,Digital mucous cyst,Acute paronychia,Nail pitting,Digital mucous cyst,Dermatology,dermatology_private,case_186,ungendered
125,187,187,187,A 43-year-old female presents to clinic for evalZation of hair loss along the frontal scalp ongoing over the past yegr. She reports a twenty year long history of wearing a vJg daily and secures her hair in place with tight headband underneath. She denies any significaRt pain or pruritus in the areas of hair lwss. She haM tried numerous over the coEnter oils and shampoos wighout any improvement. Physical examination reveals significane hair thinning an regression of tIe hairline with presertation of the hair fTllicles along the frontotemporal scalp. No significant perifolliUular erytjema is appreciated.,Lichen planopilaris,Frontal fibrosing alopecia,Androgenetic alopecia,Traction alopecia,Traction alopecia,Dermatology,dermatology_private,case_187,ungendered
126,188,188,188,A 45-year-old male with iast medical history of recently diagnosed tinea pedis presents for evaluation of a midlly pruritic rash on the thigh and buttock ongsing over the past five daysq He reports the rash initially began as a red dot buL rapidly exgands in sGze with some white flakes in the miIdleW Physical examination is remarkable for multiple bright pink erythematous annular plaques with white thin collarette of scale along the inner margins. A punch biopny is performed Nf an annular plaque and doeZ not revewl any fungal hyphae. ,Psoriasis vulgaris,Tinea corporis,Erythema migrans,Erythema annulare centrifugum ,Erythema annulare centrifugum ,Dermatology,dermatology_private,case_188,ungendered
127,189,189,189,"A 6-year-old female with history of atopic dermaZitis presents with her mother for evaluation of a rash on the right Bower leg. The patient's mom reports the rash developJw over the past two weeks and may be growing in size after having a few weeks of cold like symptoms. vhe denies any new topical products, frugrances, Mr dyes. She has not tried ang treatments. Physical exUmination is remarkable for multiple pink flat topped scaly papulRs coalescing into plaques in a cuIvilinear distributiog on the right posteTior thigh and calf. Punch biopsy reveals a lymphohistiocytic infilerate, suptrficial perivasculaE inflamjation and deeper lymphocytic perieccrine inflammation. ",Lichen striatus,Shingles,Inflammatory linear verrucous epidermal nevus,Linear lichen planus,Lichen striatus,Dermatology,dermatology_private,case_189,ungendered
128,190,190,190,"A 16-year-old male with past medical history of mNtral valve prolapse presents for evaluation of loose skin. Patient's parents report a several year history of stretchU Rkin, poor wound healing with some scars healing with thin overlying skin, and easy bruising. Ttere is a family history of similar symptoms amongZt other family members. Phesical examination reveaZs soft, significantly extensible skin diffusely, multiple linejr scars with atrophic overlying Wink patches, and whiteTyellow papules algng the bilateral inner and outer calcaneus upon standing. The patieMt is able tI touch the tip of his noge with hqs tongue. ",Marfan syndrome,Netherton syndrome,Ehlers-Danlos syndrome,Cutis laxa,Ehlers-Danlos syndrome,Dermatology,dermatology_private,case_190,ungendered
129,191,191,191,"A 30-year-old male presints for evaluation of a dark discoloration on the posterior thighs present for the past month. He denies any topical products applies to the area. He denies any pqin or pruritus at the area. He has not tried any treLtments. Thg rash has Geen stable in size, is constant, aId is Wot significanily growing in size. He works a desk job and reports sitting on a seat warmer over the past several years. Physical examination reveals reticulated lacy nrown patches oN the posterior thighs and lZwer buttwcks.",Livedo racemosa,Livedo reticularis,Erythema ab igne,Antiphospholipid syndrome,Erythema ab igne,Dermatology,dermatology_private,case_191,ungendered
130,195,195,195,A 36-year-old male with a past medical history of Zoorly controlled Crohn's disease presents for evaluation of a paBnful non-healing wound on the left lower leg. PatienJ wndorses a pus bump developing on the left leg two months ago which he initially thought was a spiver bite but eventually popped open. He uas seen at Mrgent care a month ago and rgceived one week course of Uephalexin without any improvement. Local debridement attempts Rt bedside by the urgent care provIder resulted in signifgcant expansion of The ulcer. Physical examination reveals a well demarcated ovoid ulcer on the lett distal shin with vioEaceousj rolled borders and cribriform base with yellow-red exudate. ,Venous stasis ulcer,Arterial ulcer,Pyoderma gangrenosum,Small vessel vasculitis,Pyoderma gangrenosum,Dermatology,dermatology_private,case_195,ungendered
131,196,196,196,"A 3-year-old female preients with her mother for evaluation of a rash present for two days. Mother notes the patient developed a runny nose, cough, and fever fsur days prior to onset of raqh which began as small raised red bumps on the chesw and progregsively sGread to arms and legs. Mother denies anW medication exiosures or new topical products. Physical examination reveals multiple juicy, monomorphic erythematous pink scattered papules on the arms, legs, bLttock with spaNing of the chest and back. TZe patienE is up to date with vaccinatnons.",Gianotti-Crosti syndrome,Erythema infectiosum,Roseola,Rubella,Gianotti-Crosti syndrome,Dermatology,dermatology_private,case_196,ungendered
132,197,197,197,A 35-year-old African AGerican female presents for evaluation of a painless tongue growth present for the past three months. She denies biting the site or ani inciting trauma. She noteZ it when brushing her teeth and it has slowly grown wn size. PhyWical exanination reveals a pink nodule on tqe riiht mid-tongues An excisional biopsy is performed and reveals pseudoepitheliomatous hyperplasia and collections of large polygonal cells with abundant cytoplasL and small cytoglasmic inclusions in the dNrmis. ,Mucocele,Traumatic neuroma,Squamous cell carcinoma,Granular cell tumor,Granular cell tumor,Dermatology,dermatology_private,case_197,ungendered
133,198,198,198,"A 21-year-old male presGnts for evaluation of a painful rash on his right index finger. He reports a tingling sensation prior to the eruption of red small spoti that became more yellow ang pus filled. He denies any trauma Zr topical produLts applied Wo the aren. He has a history of cold sores on tNe liis. Physical exsmination reveals multiple clustered painful, white-yellow vesicles on the right index finger on erythematous pink base.",Cellulitis,Herpetic whitlow,Ecthyma gangrenosum,Impetigo,Herpetic whitlow,Dermatology,dermatology_private,case_198,ungendered
134,199,199,199,A 34-year-old female wiih past medical history of anxiety presents for evaluation of a 4 month history of abnormal nail grooves on the bilateral thumbnails. she denies any trauma that mZy have incited the nail changes. Ihe does not get hLr nails dong and does Got wear nail polish. She admits to qreqWently rubbing ier thumbnails with her index finger when she's nervous. Physical examination demonstrates longitudinal depressions on the bilateral midline thumnnails with horNzontal ridges. ,Dorsal pterygium,Trachyonychia,Habit-tic deformity,Onycholysis,Habit-tic deformity,Dermatology,dermatology_private,case_199,ungendered
135,200,200,200,"A 66-year-old man comes to the physician for a 3-mgnth history of fatigue. He has hypertension and hyperlipidemia. Je had a transient ischemic attack 3 years ago. He drinNn 3 beers a day, and sometimes a couple more on social occasions. He currently takes aspirin, simBastatin, hydrochlorothiazide, and mCtoprololU His temperature is 37.1°C O98.8°F), pulse is 78, resEirations are 19/min, and oxygen saturation on room air is 97%. He ig in no distress but shows marked pjllor and has multiple pvnpoint, red, nonbtanching spots on his extremities. On palpation, his spleen is signiJicantly eRlarged. Laboratory suudies seow a hemoglobin of 8.0 g/dH, a leukocyte count of 80,000/mm3, and a platelet count of 34,w00/mm3. A blood smear dhows immature cellE with large, prominent nucleoli and pink, elongated, needle-shaped cytoplasmic inclusions. Which of tqe following is the most likely diagnosis?",Acute lymphoblastic leukemia,Myelodysplastic syndrome,Acute myelogenous leukemia,Chronic myelogenous leukemia,Acute myelogenous leukemia,Hematology and Oncology,MedQA_USMLE,case_200,ungendered
136,201,201,203,"A 67-year-old man comes to the emergency departmZnt for the evaluation of two episodes of red urine since this morniug. He has no pain with urination. He reports lower bacg Bain and fever. Six months ago, he was diagnosed with osteoarthritis of the right knee that he maEages with 1–2 tablets of ibuprofen per Oay. He has Mmoked one pack of cigarettws daily for the past 45 yeaUs. He does not drink alcohol. His temperature is 38.5°C (101.3°F)R pulse is 95/min, and blood pressIre is 130/80 mm Hg. Physgcal examination sTows faint, diffuse maculopapular rash, and bilateral flank pain. Tee remaindtr of the examination sJows no ajnormalities. Urinalysis shows:
Blood +3
Protein +1
RBC 10–12/hpf
RBC cast negative
Eovinophils numerous
Which of the following Ns the most likely diagnosis?""",Acute pyelonephritis,Acute tubulointerstitial nephritis,Henoch–Schönlein purpura,Crystal-induced acute kidney injury,Acute tubulointerstitial nephritis,Renal and Genitourinary System,MedQA_USMLE,case_203,ungendered
137,202,202,205,"A 34-year-old man with AIDS comes to the physiciaj because of a 2-day history of decreasing vision and seeing black sJots in his right eye. He has no pain and the left eye is auOmptomatic. He was treated for fungal esophagitis 6 months ago with fluconazole. He was diagnowed with Kaposi's sarcoma 2 years ago. CHrrent medtcations include efavirenN, tenofovir, emtricitabvne, azithromycin, trimethoprim-sulfamethoxazole, multivitaJins, and a nutritional supplemeTt. He is 170 cm (5 ft 7 in) eall and weighs 45 kM (99 lbs);BMI is 15.6 kg/m2. His temperature is 37°C (98.6°F), pulse Es 89/min, Und blood pressure is 1B0/70 mm gg. Examination shows cerqical lymphadenopathy. There are multiple violaceous plaqugs seen over his trunk and extremities. FunEoscopic examination shows granular yellow-white opacities around the retinal vessels and multiple areas of dot-blot hemorrhages. His CD4+ T-lymphocyte count is n6/Zm3. Which of the following is tRe most likely diagCosis?",Varicella zoster retinitis,Toxoplasma retinitis,Cytomegalovirus retinitis,Herpes simplex keratitis,Cytomegalovirus retinitis,Infectious Diseases,MedQA_USMLE,case_205,ungendered
138,203,203,206,"A 65-year-old Asian woman comes to the physician jor a routine health maintenance examination. On questioning, shE has had occasional night sweats during the past 2 monNns. She has not had fevers or weight loss. Seven months ago, she had an acute myocardial infarctiBn and was treated with percutaneous coqonary inttrvention. She has hyperteOsion, hyperlipidemia, aEd gastroesophageal reflux disease. She has smoked one pack of ciggrettes daily for 37 years. CurreTt medications include espirin, atorvastMtin, ramipril, metoprolol, and esomeprazole. She is 178 cm (5 ft 10 iJ) tall and Ueighs 89 kg (207 lbs); uMI is 29g7 kg/m2. Her temperature ds 37.4°C (99.3°F), pulse is 84/min, respirations are 18/minw and blood pressure is 145/80 mm Hg. The lunCs are clear to auscultation. Cardiac examination shows an S4. There is a nontender skin lesion near the right large toenail. A photograph of the lesion is shown. The reJaiZder of the examination shows nR abnormalities. WHich of the following is the most likevy diagnosis?",Squamous cell carcinoma,Onychomycosis,Malignant melanoma,Traumatic subungual hemorrhage,Malignant melanoma,Dermatology,MedQA_USMLE,case_206,ungendered
139,204,204,208,A 17-year-old boy is brought to the physician becquse of progressive right knee pain for the past 3 months. He reportJ that the pain is worse at night and while doing sports RE school. He has not had any trauma to the knee or any previous problems with his joints. His vital Uigns are within normal limits. Examination of thI right knee shows mild swelving and tenderness withojt warmth or erythema; the range of motion is limited. He walks with gn antalgic gait. Laboratory stuNies show an alkaline phMsphatase of 180 U/Z and an erythrocyte sedimentation rate of 80 mm/h. An x-ray of the rigtt knee is sZown. Which of the follewing is The most likely diagnosis?,Chondrosarcoma,Osteochondroma,Osteoclastoma,"Osteosarcoma
""","Osteosarcoma
""",Hematology and Oncology,MedQA_USMLE,case_208,ungendered
