,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,case_vignette,choice_1,choice_2,choice_3,choice_4,answer,category,dataset,case_id,case_type
324,501,501,779,"Three days after undergoing open surgery to repair a bilateral inguinal hernia, a 66-year-old man has new, intermittent upper abdominal discomfort that worsens when he walks around! He also has new shortness of breath that resolves with rest! There were no complications during surgery or during the immediate postsurgical period! Ambulation was restarted on the first postoperative day! He has type 2 diabetes mellitus, hypercholesterolemia, and hypertension! He has smoked one pack of cigarettes daily for 25 years! Prior to admission, his medications included metformin, simvastatin, and lisinopril! His temperature is 37°C (98!6°F), pulse is 80/min, respirations are 16/min, and blood pressure is 129/80 mm Hg! Pulse oximetry on room air shows an oxygen saturation of 98%! The abdomen is soft and shows two healing surgical scars with moderate serous discharge! Cardiopulmonary examination shows no abnormalities! An ECG at rest shows no abnormalities! Cardiac enzyme levels are within the reference range! An x-ray of the chest and abdominal ultrasonography show no abnormalities! Which of the following is the most appropriate next step in diagnosis?",Cardiac pharmacological stress test,Culture swab from the surgical site,Coronary angiography,Magnetic resonance angiography of the thorax,Cardiac pharmacological stress test,Cardiovascular System,MedQA_USMLE,case_779,ungendered
325,502,502,780,"A 46-year-old obese man comes to the emergency room because of paresthesias in his feet and a hypopigmented skin lesion on his knee that he first noticed 6 weeks ago! He has also had fever, fatigue, and malaise for the last week! He has a history of chronic autoimmune thyroiditis for which he takes levothyroxine! He immigrated from Indonesia 3 years ago to join his family in the United States! His temperature is 38!7°C (101!7°F) and blood pressure is 122/84 mm Hg! Physical exam shows a well-defined hypopigmented skin lesion approximately 3 cm in diameter over the anterior aspect of the right knee! The area has no hair growth and remains dry although he is diaphoretic! There is diminished sensation to light touch and pinprick in the skin lesion when compared to surrounding skin! There is reduced light touch sensation in the big toes bilaterally! After obtaining a skin biopsy of the lesion to confirm the diagnosis, which of the following is the most appropriate initial pharmacotherapy?",Oral rifampicin and dapsone,Topical fluconazole,Topical betamethasone,Oral hydroxychloroquine,Oral rifampicin and dapsone,Infectious Diseases,MedQA_USMLE,case_780,ungendered
326,503,503,782,"A 23-year-old man comes to the physician because of lightening of his skin on both hands, under his eyes, and on his neck for 2 years! During this period the lesions slowly grew in size! There is no itchiness or pain! He regularly visits his family in India! Vital signs are within normal limits! Examination shows sharply demarcated, depigmented skin patches on the dorsum of both hands, in the periocular region, and on the neck! Sensation of the skin is intact! The lesions fluorescence blue-white under Wood's lamp! Which of the following findings is most likely to be associated with this patient's diagnosis?",Decreased pigment with normal melanocyte count,Elevated anti-TPO antibody levels,Renal angiomyolipoma on abdominal MRI,Acid-fast bacilli on skin biopsy,Elevated anti-TPO antibody levels,Dermatology,MedQA_USMLE,case_782,ungendered
327,504,504,786,"A 71-year-old woman comes to her doctor because she is having trouble staying awake in the evening! Over the past year, she has noticed that she gets tired unusually early in the evenings and has trouble staying awake through dinner! She also experiences increased daytime sleepiness, fatigue, and difficulty concentrating! She typically goes to bed around 9 PM and gets out of bed between 2 and 3 AM! She does not have any trouble falling asleep! She takes 30-minute to 1-hour daytime naps approximately 3 times per week! She has no history of severe illness and does not take any medication! Which of the following is the most likely diagnosis?",Advanced sleep phase disorder,Insomnia disorder,Delayed sleep phase disorder,Non-REM sleep arousal disorder,Advanced sleep phase disorder,Neurology,MedQA_USMLE,case_786,ungendered
328,505,505,788,"A 27-year-old man comes to the physician because of worsening abdominal pain over the last several months! He has also had recent feelings of sadness and a lack of motivation at work, where he is employed as a computer programmer! He denies suicidal thoughts! He has a history of multiple kidney stones! He has a family history of thyroid cancer in his father and uncle, who both underwent thyroidectomy before age 30! His temperature is 37°C (98°F), blood pressure is 138/86 mm Hg, and pulse is 87/min! Physical examination shows diffuse tenderness over the abdomen and obesity but is otherwise unremarkable! Serum studies show:
Na+ 141 mEq/L
K+ 3!6 mEq/L
Glucose 144 mg/dL
Ca2+ 12!1 mg/dL
Albumin 4!1 g/dL
PTH 226 pg/mL (normal range 12–88 pg/mL)
Results of a RET gene test return abnormal! The physician refers him to an endocrine surgeon! Which of the following is the most appropriate next step in diagnosis?""",Thyroidectomy,Urine metanephrines,Serum aldosterone,Parathyroidectomy,Urine metanephrines,Endocrinology,MedQA_USMLE,case_788,ungendered
329,507,507,793,"A 19-year-old man comes to the physician because of a 2 day history of blood-speckled stools and a protruding rectal mass! He has no abdominal pain, altered bowel habits, or fever! His mother has inflammatory bowel disease! His vital signs are within normal limits! Examination shows multiple, small, hyperpigmented maculae on the lips, buccal mucosa, palms, and soles! The abdomen is soft with no organomegaly! Rectal examination shows a 4-cm pedunculated polyp with superficial excoriations on the mucosa! A colonoscopy shows 14 polyps! A biopsy shows hamartomatous mucosal polyps! This patient's diagnosis is most likely associated with which of the following conditions?",Mandibular osteoma,Pancreatic carcinoma,Alopecia,Thyroid adenoma,Pancreatic carcinoma,Gastrointestinal System,MedQA_USMLE,case_793,ungendered
330,508,508,794,"A previously healthy 56-year-old woman comes to the family physician for a 1-month history of sleep disturbance and sadness! The symptoms have been occurring since her husband died in a car accident! Before eventually falling asleep, she stays awake for multiple hours and has crying spells! Several times she has been woken up by the sound of her husband calling her name! She has lost 3 kg (6!6 lb) over the past month! She has 3 children with whom she still keeps regular contact and regularly attends church services with her friends! She expresses feeling a great feeling of loss over the death of her husband! She has no suicidal ideation! She is alert and oriented! Neurological exam shows no abnormalities! Which of the following is the most likely diagnosis for this patient's symptoms?",Normal bereavement,Adjustment disorder with depressed mood,Major depressive disorder,Schizoaffective disorder,Normal bereavement,Other,MedQA_USMLE,case_794,ungendered
331,511,511,800,"A 57-year-old man is brought to the physician for worsening mental status over the past 2 months! His wife reports he was initially experiencing lapses in memory and over the past 3 weeks he has begun having difficulties performing activities of daily living! Yesterday, he became lost heading to the post office down the street! He has hypertension treated with lisinopril and hydrochlorothiazide! Vital signs are within normal limits! He is alert but verbally uncommunicative! Muscle strength is normal! Reflexes are 2+ in bilateral upper and lower extremities! He has diffuse involuntary muscle jerking that can be provoked by loud noises! Mental status examination shows a blunt affect! A complete blood count and serum concentrations of glucose, creatine, and electrolytes are within the reference range! Which of the following is the most likely diagnosis?",Alzheimer's disease,Frontotemporal dementia,Amyotrophic lateral sclerosis,Creutzfeldt-Jakob disease,Creutzfeldt-Jakob disease,Neurology,MedQA_USMLE,case_800,ungendered
332,512,512,804,"A 4430-g (9-lb 10-oz) male newborn is delivered at term to a 27-year-old woman, gravida 2, para 1! The second stage of labor was prolonged and required vacuum-assisted vaginal delivery! Apgar scores are 9 and 10 at 1 and 5 minutes, respectively! Examination of the neonate 2 hours later shows a soft, nonpulsatile swelling over the left parietal bone that does not cross suture lines! Vital signs are within normal limits! The pupils are equal and reactive to light! The lungs are clear to auscultation! Heart sounds are normal! The spine is normal! Which of the following is the most likely diagnosis?",Cephalohematoma,Encephalocele,Caput succedaneum,Lipoma,Cephalohematoma,Pediatrics and Neonatology,MedQA_USMLE,case_804,ungendered
333,513,513,807,"A 25-year-old woman comes to the physician for the evaluation of blindness in her right eye that suddenly started 1 hour ago! She has no feeling of pain, pressure, or sensation of a foreign body in the right eye! She has a history of major depressive disorder treated with fluoxetine! The patient attends college and states that she has had a lot of stress lately due to relationship problems with her partner! She does not smoke or drink alcohol! She does not use illicit drugs! She appears anxious! Her vital signs are within normal limits! Ophthalmologic examination shows a normal-appearing eye with no redness! Slit lamp examination and fundoscopy show no abnormalities! A visual field test shows nonspecific visual field defects! An MRI of the brain shows no abnormalities! Which of the following is the most likely diagnosis?",Acute stress disorder,Somatic symptom disorder,Conversion disorder,Optic neuritis,Conversion disorder,Neurology,MedQA_USMLE,case_807,ungendered
334,514,514,811,"A previously healthy 10-year-old boy is brought to the emergency department for the evaluation of one episode of vomiting and severe headache since this morning! His mother says he also had difficulty getting dressed on his own! He has not had any trauma! The patient appears nervous! His temperature is 37°C (98!6°F), pulse is 100/min, and blood pressure is 185/125 mm Hg! He is confused and oriented only to person! Ophthalmic examination shows bilateral optic disc swelling! There is an abdominal bruit that is best heard at the right costovertebral angle! A complete blood count is within normal limits! Which of the following is most likely to confirm the diagnosis?",CT angiography,Urinary catecholamine metabolites,Serum PTH level,Oral sodium loading test,CT angiography,Renal and Genitourinary System,MedQA_USMLE,case_811,ungendered
335,516,516,814,"A 24-year-old woman comes to the physician because she feels sad and has had frequent, brief episodes of crying for the last month! During this period, she sleeps in every morning and spends most of her time in bed playing video games or reading! She has not been spending time with friends but still attends a weekly book club and continues to plan her annual family reunion! She stopped going to the gym, eats more, and has gained 4 kg (8!8 lb) over the past 4 weeks! Three weeks ago, she also started to smoke marijuana a few times a week! She drinks one glass of wine daily and does not smoke cigarettes! She is currently unemployed; she lost her job as a physical therapist 3 months ago! Her vital signs are within normal limits! On mental status examination, she is calm, alert, and oriented to person, place, and time! Her mood is depressed; her speech is organized, logical, and coherent! She denies suicidal thoughts! Which of the following is the most likely diagnosis?",Dysthymic disorder,Substance use disorder,Major depressive disorder,Adjustment disorder,Adjustment disorder,Other,MedQA_USMLE,case_814,ungendered
336,518,518,819,"A 15-year-old boy is brought to the physician for a well-child visit! His parents are concerned that he has not had his growth spurt yet! As a child, he was consistently in the 60th percentile for height; now he is in the 25th percentile! His classmates make fun of his height and high-pitched voice! His parents are also concerned that he does not maintain good hygiene! He frequently forgets to shower and does not seem aware of his body odor! As an infant, he had bilateral orchidopexy for cryptorchidism and a cleft palate repair! He is otherwise healthy! Vital signs are within normal limits! On physical exam, axillary and pubic hair is sparse! Genitals are Tanner stage 1 and the testicles are 2 mL bilaterally! Which of the following is the most likely diagnosis?",Hypothyroidism,Klinefelter syndrome,Kallmann syndrome,Craniopharyngioma,Kallmann syndrome,Endocrinology,MedQA_USMLE,case_819,ungendered
337,520,520,823,"A 54-year-old woman comes to the physician because of a painful skin lesion on her right leg for 1 month! It initially started out as a small red spot but has rapidly increased in size during this period! She remembers an ant bite on her leg prior to the lesion occurring! She was treated for anterior uveitis 8 months ago with corticosteroids! She has Crohn's disease, type 2 diabetes mellitus, and hypertension! Current medications include insulin, mesalamine, enalapril, and aspirin! She returned from Wisconsin after visiting her son 2 months ago! Her temperature is 37!6°C (98°F), pulse is 98/min, and blood pressure is 126/88 mm Hg! Examination shows pitting pedal edema of the lower extremities! There is a 4-cm tender ulcerative lesion on the anterior right leg with a central necrotic base and purplish irregular borders! There are dilated tortuous veins in both lower legs! Femoral and pedal pulses are palpated bilaterally! Which of the following is the most likely diagnosis?",Necrobiosis lipoidica,Blastomycosis,Squamous cell carcinoma,Pyoderma gangrenosum,Pyoderma gangrenosum,Dermatology,MedQA_USMLE,case_823,ungendered
338,521,521,824,"A 4-year-old boy is brought to the physician because of a generalized rash for 3 days! During this period, he has had severe itching and was not able to sleep well! He has also had fever, headache, and some muscle pain! Five days ago, he had a runny nose which subsided with over-the-counter medications! He returned from a camping trip 1 week ago! He attends a daycare center! The patient is at the 55th percentile for height and at the 50th percentile for weight! His temperature is 38!2°C (100!7°F), pulse is 97/min, and blood pressure is 96/60 mm Hg! Examination of the skin shows several macules, papules, and crusted lesions over his face, trunk, and extremities! There are a few fluid-filled vesicles over his abdomen and back! There is no cervical lymphadenopathy! The remainder of the examination shows no abnormalities! Which of the following is the most likely diagnosis?",Rubella,Rocky Mountain spotted fever,Erythema infectiosum,Chickenpox,Chickenpox,Pediatrics and Neonatology,MedQA_USMLE,case_824,ungendered
339,523,523,826,"A 5-year-old girl is brought to the physician because of watery discharge from her right eye for 2 weeks! She and her parents, who are refugees from Sudan, arrived in Texas a month ago! Her immunization status is not known! She is at the 25th percentile for weight and the 50th percentile for height! Her temperature is 37!2°C (99°F), pulse is 90/min, and respirations are 18/min! Examination of the right eye shows matting of the eyelashes! Everting the right eyelid shows hyperemia, follicles, and papillae on the upper tarsal conjunctiva! Slit-lamp examination of the right eye shows follicles in the limbic region and the bulbar conjunctiva! There is corneal haziness with neovascularization at the 12 o'clock position! Examination of the left eye is unremarkable! Direct opthalmoscopy of both eyes shows no abnormalities! Right pre-auricular lymphadenopathy is present! Which of the following is the most likely diagnosis in this patient?",Giant papillary conjuctivitis,Acute hemorrhagic conjuctivitis,Trachoma conjunctivitis,Phlyctenular conjunctivitis,Trachoma conjunctivitis,Infectious Diseases,MedQA_USMLE,case_826,ungendered
340,526,526,830,"A 30-year-old woman comes to the physician with her husband because they have been trying to conceive for 15 months with no success! They have been sexually active at least twice a week! The husband sometimes has difficulties maintaining erection during sexual activity! During attempted vaginal penetration, the patient has discomfort and her pelvic floor muscles tighten up! Three years ago, the patient was diagnosed with body dysmorphic disorder! There is no family history of serious illness! She does not smoke or drink alcohol! She takes no medications! Vital signs are within normal limits! Pelvic examination shows normal appearing vulva without redness; there is no vaginal discharge! An initial attempt at speculum examination is aborted after the patient's pelvic floor muscles tense up and she experiences discomfort! Which of the following is the most likely diagnosis?",Inadequate lubrication,Genitopelvic pain disorder,Endometriosis,Psychogenic dyspareunia,Genitopelvic pain disorder,Obstetrics and Gynecology,MedQA_USMLE,case_830,ungendered
341,527,527,834,"A 33-year-old man comes to the emergency department because of repeated episodes of severe headache for the past 3 days! He is currently having his 2nd episode of the day! He usually has his first episode in the mornings! The pain is severe and localized to his right forehead and right eye! He had similar symptoms last summer! He works as an analyst for a large hedge fund management company and spends the majority of his time at the computer! He has been under a lot of stress because of overdue paperwork! He also has chronic shoulder pain! He has been using indomethacin every 6 hours for the pain but has had no relief! He has smoked one pack of cigarettes daily for 15 years! He appears restless! Vital signs are within normal limits! Physical examination shows drooping of the right eyelid, tearing of the right eye, and rhinorrhea! The right pupil is 2 mm and the left pupil is 4 mm! There is localized tenderness to his right supraspinatus muscle! The remainder of the examination shows no abnormalities! Which of the following is the most likely diagnosis?",Giant cell arteritis,Cluster headache,Trigeminal neuralgia,Medication overuse headache,Cluster headache,Neurology,MedQA_USMLE,case_834,ungendered
342,528,528,835,"A 27-year-old-man is brought to the emergency department 30 minutes after being involved in a motorcycle accident! He lost control at high speed and was thrown forward onto the handlebars! On arrival, he is alert and responsive! He has abdominal pain and superficial lacerations on his left arm! Vital signs are within normal limits! Examination shows a tender, erythematous area over his epigastrium! The abdomen is soft and non-distended! A CT scan of the abdomen shows no abnormalities! Treatment with analgesics is begun, the lacerations are cleaned and dressed, and the patient is discharged home after 2 hours of observation! Four days later, the patient returns to the emergency department with gradually worsening upper abdominal pain, fever, poor appetite, and vomiting! His pulse is 91/min and blood pressure is 135/82 mm Hg! Which of the following is the most likely diagnosis?",Pancreatic ductal injury,Splenic rupture,Abdominal compartment syndrome,Liver hematoma,Pancreatic ductal injury,Gastrointestinal System,MedQA_USMLE,case_835,ungendered
343,529,529,839,"A 6-year-old boy is brought to the emergency department with a mild fever for the past week! He has also had generalized weakness and fatigue for the past month! He has been complaining of diffuse pain in his legs and arms! He has a history of Down syndrome with surgical repair of a congenital atrial septal defect as an infant! His temperature is 38!0° C (100!4° F), pulse is 85/min, respirations are 16/min, and blood pressure is 90/60 mm Hg! He has enlarged cervical lymph nodes bilaterally that are nontender to palpation! He is uncooperative for the rest of the examination! Laboratory studies show:
Hemoglobin 10!2 g/dL
Hematocrit 30!0%
Leukocyte count 50,000/mm3
Platelet count 20,000/mm3
Serum
Sodium 136 mEq/L
Potassium 4!7 mEq/L
Chloride 102 mEq/L
Bicarbonate 25 mEq/L
Urea nitrogen 18 mg/dL
Creatinine 1!1 mg/dL
Total bilirubin 0!9 mg/dL
AST 30 U/L
ALT 46 U/L
Which of the following is most likely to confirm the diagnosis?""",PET scan,Bone marrow biopsy,Peripheral blood smear,Blood culture,Bone marrow biopsy,Hematology and Oncology,MedQA_USMLE,case_839,ungendered
344,530,530,840,"A 19-year-old man is brought to the physician by his mother because she is worried about his strange behavior! Over the past 3 years, he has been dressing all in black and wears a long black coat, even in the summer! The mother reports that her son has always had difficulties fitting in! He does not have any friends and spends most of his time in his room playing online games! He is anxious at college because he is uncomfortable around other people, and his academic performance is poor! Rather than doing his coursework, he spends most of his time reading up on paranormal phenomena, especially demons! He says that he has never seen any demons, but sometimes there are signs of their presence! For example, a breeze in an enclosed room is likely the “breath of a demon”! Mental status examination shows laborious speech! The patient avoids eye contact! Which of the following is the most likely diagnosis?",Schizotypal personality disorder,Schizoid personality disorder,Avoidant personality disorder,Social anxiety disorder,Schizotypal personality disorder,Other,MedQA_USMLE,case_840,ungendered
345,531,531,842,"A 19-year-old man comes to the emergency department for right wrist pain and swelling 2 hours after falling on an outstretched hand while playing softball! The pain worsened when he attempted to pitch after the fall! He has eczema and type 1 diabetes mellitus! Current medications include insulin and topical clobetasol! He appears uncomfortable! Examination shows multiple lichenified lesions over his forearms! The right wrist is swollen and tender; range of motion is limited by pain! There is tenderness to palpation in the area between the tendons of the abductor pollicis longus, extensor pollicis brevis, and extensor pollicis longus muscle! The thumb can be opposed actively towards the other fingers! Muscle strength of the right hand is decreased! Which of the following is the most likely diagnosis?",Trapezium fracture,Lunate dislocation,Scaphoid fracture,Transscaphoid perilunate dislocation,Scaphoid fracture,Other,MedQA_USMLE,case_842,ungendered
346,532,532,845,"A 39-year-old man comes to the emergency department because of increasing shortness of breath over the past 3 months! He has been unable to climb the 3 flights of stairs to his apartment! Six years ago, he was diagnosed with HIV! He is currently receiving triple antiretroviral therapy, but he says that he often misses doses! His temperature is 38!1°C (100!6° F), pulse is 90/min, respirations are 22/min, and blood pressure is 160/70 mm Hg! There is a grade 4/6 holodiastolic murmur heard best at the right sternal border! The pupils are 4 mm, round, and not reactive to light! When a pen tip is advanced closer to the face, the pupils constrict! Extraocular movements are intact! When asked to stand, hold his arms in front of him, and close his eyes, he loses his balance and takes a step backward! An x-ray of the chest shows widening of the mediastinum! Which of the following is most likely to confirm the diagnosis?",Temporal artery biopsy,"Treponemal test
""",Anti-nuclear antibodies,Fibrillin gene mutation test,"Treponemal test
""",Infectious Diseases,MedQA_USMLE,case_845,ungendered
347,533,533,848,"A 33-year-old woman comes to the physician because of vision impairment in her right eye for the past 2 weeks! During this period, she was unable to distinguish colors with her right eye! She also reports pain with eye movement! She has no double vision! She occasionally has headaches that are relieved by ibuprofen! One year ago, she had a similar episode that affected her left eye and resolved spontaneously! She has no history of serious illness! She works at a library and enjoys reading, even in poor lighting conditions! Her vital signs are within normal limits! The pupils are equal, round, and reactive to light and accommodation! Without correction, visual acuity is 20/50 in the left eye, and 20/100 in the right eye! With spectacles, the visual acuity is 20/20 in the left eye and 20/100 in the right eye! Slit lamp examination shows no abnormalities! A CT scan of the head shows no abnormalities! Which of the following is the most likely diagnosis?",Optic glioma,Narrow-angle glaucoma,"Optic neuritis
""",Macular degeneration,"Optic neuritis
""",Neurology,MedQA_USMLE,case_848,ungendered
348,535,535,851,"A 28-year-old woman comes to the physician because of a 1-year history of intermittent buzzing in both her ears! She says she sometimes has episodes of mild dizziness which resolve spontaneously! She has a 15-year history of type 1 diabetes mellitus and episodes of low back pain! She does not smoke or drink alcohol! Current medications include insulin and aspirin! She works as a trombonist for a symphony orchestra! Her vital signs are within normal limits! On otoscopic examination, the tympanic membrane appears normal! Bone conduction is greater than air conduction in both ears! Weber test shows no lateralization! Which of the following is the most likely diagnosis?",Noise-induced hearing loss,Endolymphatic hydrops,Presbycusis,Otosclerosis,Otosclerosis,Neurology,MedQA_USMLE,case_851,ungendered
349,537,537,854,"A 5-year-old boy is brought to the physician because of high-grade fever and generalized fatigue for 5 days! Two days ago, he developed a rash on his trunk! He returned from a family hiking trip to Montana 1 week ago! His immunization records are unavailable! His temperature is 39!8°C (103!6°F), pulse is 111/min, and blood pressure is 96/60 mm Hg! Examination shows injection of the conjunctivae bilaterally! The tongue and pharynx are erythematous! Tender cervical lymphadenopathy is present on the left! There is a macular rash over the trunk and extremities! Bilateral knee joints are swollen and tender; range of motion is limited by pain! Cardiopulmonary examination shows no abnormalities! Which of the following is the most likely diagnosis?",Scarlet fever,"Kawasaki disease
""",Staphylococcal scalded skin syndrome,Acute rheumatic fever,"Kawasaki disease
""",Infectious Diseases,MedQA_USMLE,case_854,ungendered
350,538,538,857,"A 62-year-old man comes to the physician for decreased exercise tolerance! Over the past four months, he has noticed progressively worsening shortness of breath while walking his dog! He also becomes short of breath when lying in bed at night! His temperature is 36!4°C (97!5°F), pulse is 82/min, respirations are 19/min, and blood pressure is 155/53 mm Hg! Cardiac examination shows a high-pitch, decrescendo murmur that occurs immediately after S2 and is heard best along the left sternal border! There is an S3 gallop! Carotid pulses are strong! Which of the following is the most likely diagnosis?",Mitral valve regurgitation,Aortic valve regurgitation,"Aortic valve stenosis
""",Tricuspid valve regurgitation,Aortic valve regurgitation,Cardiovascular System,MedQA_USMLE,case_857,ungendered
351,540,540,861,"A 6-year-old girl is brought to the physician for a well-child examination! She has no history of serious illness! Her temperature is 37°C (98!6°F), pulse is 95/min, and blood pressure is 96/52 mm Hg! Examination shows a 2/6 continuous, low-pitched murmur over the left upper sternal border that radiates towards the neck! The murmur disappears when she flexes her neck! The remainder of the examination shows no abnormalities! Which of the following is the most likely diagnosis?",Coarctation of the aorta,Venous hum,Patent ductus arteriosus,Atrial septal defect,Venous hum,Cardiovascular System,MedQA_USMLE,case_861,ungendered
352,541,541,865,"A 5-year-old girl is brought to the physician because her mother has found her to be inattentive at home and has received multiple complaints from her teachers at school! She does not complete her assignments and does not listen to her teachers' instructions! She refuses to talk to her parents or peers! Her mother says, “She ignores everything I say to her!” She prefers playing alone, and her mother reports that she likes playing with 5 red toy cars, repeatedly arranging them in a straight line! She avoids eye contact with her mother and the physician throughout the visit! Physical and neurological examination shows no abnormalities! Which of the following is the most likely diagnosis?",Oppositional defiant disorder,Age-appropriate behavior,Hearing impairment,Autism spectrum disorder,Autism spectrum disorder,Pediatrics and Neonatology,MedQA_USMLE,case_865,ungendered
353,542,542,866,"A 19-year-old man comes to the physician for the evaluation of progressive difficulty climbing stairs over the last 2 years! During this period, he has also had problems with running, occasional falls, and standing from a chair! He has not had any vision problems or muscle cramping! There is no personal or family history of serious illness! Neurological examination shows deep tendon reflexes are 2+ bilaterally and sensation to pinprick and light touch is normal! Musculoskeletal examination shows enlarged calf muscles bilaterally! He has a waddling gait! Laboratory studies show a creatine kinase level of 1700 U/L! Which of the following is the most appropriate next step to confirm the diagnosis?",Anti-Jo-1 antibodies measurement,Electromyography,Muscle biopsy,Genetic analysis,Genetic analysis,Neurology,MedQA_USMLE,case_866,ungendered
354,543,543,870,Twelve hours after delivery a 2700-g (5-lb 15-oz) male newborn has 3 episodes of bilious vomiting! He was born at 36 weeks' gestation to a 27-year-old woman! Pregnancy was complicated by polyhydramnios! The mother has smoked one half-pack of cigarettes daily and has a history of intravenous cocaine use! Vital signs are within normal limits! Examination shows a distended upper abdomen! Bowel sounds are hypoactive! An x-ray of the abdomen shows 3 gas shadows in the upper abdomen with a gasless distal abdomen! Which of the following is the most likely diagnosis?,Hypertrophic pyloric stenosis,"Meconium ileus
""",Duodenal atresia,Jejunal atresia,Jejunal atresia,Pediatrics and Neonatology,MedQA_USMLE,case_870,ungendered
355,544,544,872,"A 42-year-old woman comes to the physician because of increasing pain in the right hip for 2 months! The pain is intermittent, presenting at the lateral side of the hip and radiating towards the thigh! It is aggravated while climbing stairs or lying on the right side! Two weeks ago, the patient was treated with a course of oral prednisone for exacerbation of asthma! Her current medications include formoterol-budesonide and albuterol inhalers! Vital signs are within normal limits! Examination shows tenderness to palpation over the upper lateral part of the right thigh! There is no swelling! The patient is placed in the left lateral decubitus position! Abducting the extended right leg against the physician's resistance reproduces the pain! The remainder of the examination shows no abnormalities! An x-ray of the pelvis shows no abnormalities! Which of the following is the most likely diagnosis?",Osteonecrosis of femoral head,Greater trochanteric pain syndrome,Osteoarthritis of the hip,Iliotibial band syndrome,Greater trochanteric pain syndrome,Rheumatology,MedQA_USMLE,case_872,ungendered
356,545,545,873,"A 5-week-old infant born at 36 weeks' gestation is brought to the physician for a well-child examination! Her mother reports that she previously breastfed her for 15 minutes every 2 hours but now feeds her for 40 minutes every 4 hours! The infant has six wet diapers and two stools daily! She currently weighs 3500 g (7!7 lb) and is 52 cm (20!4 in) in length! Vital signs are with normal limits! Cardiopulmonary examination shows a grade 4/6 continuous murmur heard best at the left infraclavicular area! After confirming the diagnosis via echocardiography, which of the following is the most appropriate next step in management of this patient?",Percutaneous surgery,Surgical ligation,Indomethacin infusion,Prostaglandin E1 infusion,Indomethacin infusion,Pediatrics and Neonatology,MedQA_USMLE,case_873,ungendered
357,546,546,874,A 39-year-old woman comes to the physician for difficulty sleeping and poor concentration at work! She sleeps with the lights turned on and wakes up frequently during the night with palpitations and profuse sweating! Three weeks ago she was sexually assaulted in her car! Since the assault she has avoided using her car and only uses public transportation! She also has nightmares of her attacker! She has been sent home from work for yelling at her coworkers! She has Hashimoto thyroiditis! Current medications include levothyroxine! She has been treated for pelvic inflammatory disease in the past! She has tried alcohol and melatonin to help her sleep! Mental status examination shows a depressed mood and a negative affect! Which of the following is the most likely diagnosis?,Persistent complex bereavement disorder,"Adverse effect of medication
""",Acute stress disorder,Post-traumatic stress disorder,Acute stress disorder,Other,MedQA_USMLE,case_874,ungendered
358,550,550,879,"A 55-year-old man is brought to the physician because of inappropriate behavior for the past 6 months! He has been making inappropriate comments and jokes while talking to friends and family members! He was arrested 3 weeks ago while trying to kiss strangers on the street! He has no interest in talking to his daughter or playing with his grandchildren! During this period, he has developed a strong desire for chocolate pudding and potato chips and has gained 10 kg (22 lb)! He appears unkempt! Vital signs are within normal limits! Physical examination is unremarkable! Mental status examination shows apathy and a blunt affect! He avoids answering questions and instead comments on the individuals he saw in the waiting room! Mini-Mental State Examination score is 28/30! A complete blood count and serum concentrations of glucose, creatine, and electrolytes are within the reference range! Which of the following is the most likely diagnosis?",Creutzfeldt-Jakob disease,Multiple sclerosis,Frontotemporal dementia,Normal pressure hydrocephalus,Frontotemporal dementia,Neurology,MedQA_USMLE,case_879,ungendered
359,551,551,881,"A 21-year-old woman comes to the physician because of multiple painful, purulent ulcers she noticed on her vulva 2 days ago! The patient has not had fever or burning with urination! She has no history of similar lesions! She had a chlamydial infection at 17 years of age that was treated with antibiotics! Her immunizations are up-to-date! She is sexually active with her boyfriend of 2 months and uses an oral contraceptive; they use condoms inconsistently! Her temperature is 37!2°C (99!0°F), pulse is 94/min, and blood pressure is 120/76 mm Hg! Examination shows tender inguinal lymphadenopathy! There are 4 tender, purulent 1!5-cm ulcers with a necrotic base along the labia majora! Which of the following is the most likely diagnosis?",Granuloma inguinale,Chancroid,Lymphogranuloma venereum,Chancre,Chancroid,Infectious Diseases,MedQA_USMLE,case_881,ungendered
360,553,553,885,"A 36-year-old nulligravid woman comes to the physician because of a 1-year history of pelvic discomfort and heavy menstrual bleeding! The pain is dull and pressure-like and occurs intermittently; the patient is asymptomatic between episodes! Menses occur at regular 30-day intervals and last 8 days with heavy flow! Her last menstrual period ended 5 days ago! She is sexually active and does not use contraception! Her temperature is 36!8°C (98!8°F), pulse is 76/min, and blood pressure is 106/68 mm Hg! Pelvic examination shows white cervical mucus and a firm, irregularly-shaped uterus consistent in size with a 5-week gestation! A spot urine pregnancy test is negative! Which of the following is the most appropriate next step in diagnosis?",Pelvic MRI,Pelvic ultrasound,Colposcopy with cervical cultures,Non-contrast pelvic CT scan,Pelvic ultrasound,Obstetrics and Gynecology,MedQA_USMLE,case_885,ungendered
